Sequence ID,gb,knn,log,nb,rf,svm,tree
NP_418704.1 KpLE2 phage-like element; IS30 transposase,1,0,0,0,0,0,0
NP_418707.1 ferric citrate ABC transporter ATP binding subunit,1,1,0,1,1,0,1
NP_418708.1 ferric citrate ABC transporter membrane subunit FecD,1,1,1,1,1,1,1
NP_418709.1 ferric citrate ABC transporter membrane subunit FecC,1,1,1,1,1,1,1
NP_418710.4 ferric citrate ABC transporter periplasmic binding protein,1,1,1,1,1,1,1
NP_418711.1 ferric citrate outer membrane transporter,1,1,1,1,1,1,1
NP_418712.1 regulator for fec operon periplasmic,1,1,1,0,1,1,1
NP_418713.1 RNA polymerase sigma factor FecI,1,1,1,0,0,1,1
NP_418714.1 KpLE2 phage-like element; IS1 repressor protein InsA,1,1,1,0,0,1,0
NP_418715.2 KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhU,0,0,0,0,0,0,0
NP_418716.1 KpLE2 phage-like element; putative transporter YjhF,1,1,1,1,1,1,1
NP_418717.1 KpLE2 phage-like element; D-xylonate dehydratase,0,0,0,1,0,0,0
NP_418718.4 KpLE2 phage-like element; putative 2-dehydro-3-deoxy-D-pentonate aldolase,0,0,0,1,1,0,0
NP_418719.1 KpLE2 phage-like element; putative DNA-binding transcriptional regulator YjhI,0,0,0,0,0,0,0
NP_418720.1 KpLE2 phage-like element; putative DNA-binding transcriptional regulator SgcR,0,0,0,0,0,0,0
NP_418721.1 KpLE2 phage-like element; putative epimerase SgcE,0,0,0,1,1,0,0
NP_418722.1 putative PTS enzyme IIA component SgcA,1,1,0,1,1,0,1
NP_418723.1 KpLE2 phage-like element; putative nucleoside triphosphatase,0,0,0,1,0,0,0
NP_418724.1 putative PTS enzyme IIC component SgcC,1,1,1,1,1,1,1
NP_418725.4 KpLE2 phage-like element; putative endoglucanase with Zn-dependent exopeptidase domain,0,1,0,0,0,0,0
NP_418726.1 KpLE2 phage-like element; putative methyltransferase YjhP,0,0,0,0,0,0,0
NP_418727.1 KpLE2 phage-like element; putative acetyltransferase TopAI antitoxin YjhQ,0,0,0,0,0,0,0
NP_418729.1 N-acetyl-9-O-acetylneuraminate esterase,1,0,0,0,0,0,0
NP_418730.4 N-acetylneuraminate mutarotase,1,1,1,1,0,1,0
NP_418731.2 N-acetylneuraminic acid outer membrane channel,1,1,1,1,1,0,1
NP_418732.1 regulator for fimA,0,1,0,0,0,1,0
NP_418733.1 regulator for fimA,0,0,0,0,0,0,0
NP_418734.1 type 1 fimbriae major subunit,1,0,1,1,1,1,1
NP_418735.2 putative fimbrial protein FimI,1,1,1,1,1,1,1
NP_418736.3 type 1 fimbriae periplasmic chaperone,1,0,1,1,1,1,1
NP_418737.1 type I fimbriae usher protein,1,1,1,1,1,1,1
NP_418738.1 type 1 fimbriae minor subunit FimF,1,1,1,1,1,1,1
NP_418739.1 type 1 fimbriae minor subunit FimG,1,0,1,1,1,1,1
NP_418740.1 type 1 fimbriae D-mannose specific adhesin,1,1,1,1,1,1,1
NP_418741.1 fructuronate transporter,1,1,1,1,1,1,1
NP_418742.1 D-mannonate dehydratase,0,0,0,0,0,0,0
NP_418743.1 D-mannonate oxidoreductase,0,0,0,1,0,0,0
NP_418744.1 DNA-binding transcriptional repressor UxuR,1,0,1,0,0,1,0
NP_418745.3 uncharacterized protein YjiC,1,0,0,0,0,0,0
NP_418746.4 anti-adaptor protein IraD inhibitor of sigma(S) proteolysis,1,1,0,1,1,1,1
NP_418747.1 DNA-binding transcriptional dual regulator HypT,0,1,0,0,0,0,0
NP_418748.1 isoaspartyl dipeptidase,0,0,0,1,0,0,0
NP_418749.1 Gate family protein YjiG,1,1,1,1,1,1,1
NP_418750.2 Gate family protein YjiH,1,1,1,1,1,1,1
NP_418751.4 RNA 2'-phosphotransferase,0,0,0,0,0,0,0
NP_418752.1 putative transporter YjiJ,1,1,1,1,1,1,1
NP_418753.3 uncharacterized protein YjiK,1,0,0,1,1,0,0
NP_418754.2 putative ATPase activator of (R)-hydroxyglutaryl-CoA dehdratase,0,0,0,1,0,0,0
NP_418755.4 putative dehydratase subunit,0,0,0,0,0,0,0
NP_418756.1 DUF445 domain-containing protein YjiN,1,0,1,1,1,0,1
NP_418757.1 multidrug efflux pump/bile salt:H(+) antiporter/Na(+):H(+) antiporter/K(+):H(+) antiporter,1,1,1,1,1,1,1
NP_418760.1 fused putative DNA-binding transcriptional regulator/putative aminotransferase YjiR,1,0,0,1,1,1,1
NP_418761.1 DUF1127 domain-containing protein YjiS,0,0,0,0,0,0,0
NP_418765.1 5-methylcytosine-specific restriction enzyme subunit McrC,0,0,0,0,0,0,0
NP_418766.4 5-methylcytosine-specific restriction enzyme subunit McrB,1,1,1,1,1,0,1
NP_418767.4 toxic protein SymE,1,1,0,0,0,0,0
NP_418768.1 type I restriction enzyme EcoKI specificity protein,1,0,0,0,0,0,0
NP_418769.1 type I restriction enzyme EcoKI methyltransferase component,0,0,0,0,0,0,0
NP_418770.2 type I restriction enzyme EcoKI endonuclease component,0,0,1,1,1,0,1
NP_418771.1 methylated adenine and cytosine restriction protein,0,0,0,0,0,0,0
NP_418772.4 P-loop guanosine triphosphatase,1,0,0,0,0,0,0
NP_418773.1 conserved protein YjiX,0,0,0,0,0,0,0
NP_418774.2 pyruvate:H(+) symporter,1,1,1,1,1,1,1
NP_418775.1 methyl-accepting chemotaxis protein Tsr,1,0,1,1,1,1,1
NP_418776.1 galactonate:H(+) symporter,1,1,1,1,1,1,1
NP_418778.4 L-galactonate oxidoreductase,0,0,0,0,0,0,0
NP_418779.2 phosphoglycerol transferase I,1,1,1,1,1,1,0
NP_418780.2 DUF2501 domain-containing protein YjjA,1,0,0,1,1,0,1
NP_418781.1 DNA replication protein DnaC,0,1,0,0,0,0,0
NP_418782.1 primosomal protein DnaT,1,1,1,0,0,1,1
NP_418783.2 putative succinate exporter YjjB,1,1,1,1,1,1,1
NP_418784.4 putative succinate exporter YjjP,1,1,1,1,1,1,1
NP_418785.1 DNA-binding transcriptional repressor YjjQ,0,0,0,0,0,0,0
NP_418786.4 DNA-binding transcriptional regulator BglJ,0,0,0,0,0,0,0
NP_418787.1 hydroxamate siderophore iron reductase,1,0,0,0,1,0,0
NP_418788.1 16S rRNA m(2)G1207 methyltransferase,0,0,0,0,0,0,0
NP_418789.1 DNA polymerase III subunit psi,0,0,0,0,0,0,0
NP_418790.1 ribosomal-protein-S18-alanine N-acetyltransferase,0,0,0,0,0,0,0
NP_418791.1 pyrimidine nucleotidase,0,0,0,0,0,0,0
NP_418792.1 peptide chain release factor RF3,1,0,1,0,1,0,0
NP_418793.1 periplasmic chaperone OsmY,1,0,1,0,1,1,1
NP_418794.1 putative patatin-like phospholipase YjjU,1,1,1,1,1,1,1
NP_418796.1 putative glycyl-radical enzyme activating enzyme YjjW,1,0,1,1,0,1,0
NP_418797.1 DUF3029 domain-containing protein YjjI,1,0,1,1,0,0,0
NP_418798.1 deoxyribose-phosphate aldolase,0,0,0,0,0,0,0
NP_418799.1 thymidine phosphorylase,1,0,0,1,0,0,0
NP_418800.1 phosphopentomutase,1,0,1,0,0,0,0
NP_418801.1 purine nucleoside phosphorylase,1,0,1,0,0,1,0
NP_418802.1 toxin YjjJ,1,1,1,1,1,1,1
NP_418803.1 lipoate--protein ligase A,0,0,0,0,0,0,0
NP_418804.1 protein Smp,1,0,1,0,1,1,1
NP_418805.1 phosphoserine phosphatase,1,1,1,1,1,1,1
NP_418806.1 DNA recombination protein,0,0,0,1,0,0,0
NP_418807.4 DNA-binding transcriptional repressor/NMN adenylyltransferase NadR,0,0,0,0,0,0,0
NP_418808.1 energy-dependent translational throttle protein EttA,1,0,1,0,1,0,0
NP_418809.4 soluble lytic murein transglycosylase,1,0,1,1,1,1,1
NP_418810.1 DNA-binding transcriptional repressor TrpR,0,0,0,0,0,0,0
NP_418811.2 ITPase/XTPase,1,1,1,0,0,1,0
NP_418812.1 putative phosphatase,1,0,1,0,0,0,0
NP_418813.1 DNA-binding transcriptional dual regulator Rob,0,0,0,0,0,0,0
NP_418814.1 PF05981 family protein CreA,1,0,1,0,0,1,0
NP_418815.1 DNA-binding transcriptional regulator CreB,1,1,1,0,0,1,1
NP_418816.1 sensory histidine kinase CreC,1,1,1,1,1,1,1
NP_418817.1 putative inner membrane protein,1,1,1,1,1,1,1
NP_418818.1 DNA-binding transcriptional dual regulator ArcA,1,1,1,0,0,0,0
NP_418819.1 protein YjjY,1,1,1,1,1,1,1
NP_418820.1 putative rRNA methyltransferase,1,0,0,0,0,0,0
YP_001165307.1 uncharacterized protein YkfM,1,1,1,1,1,1,1
YP_001165308.1 DLP12 prophage; uncharacterized protein YlcH,0,0,1,0,0,1,0
YP_001165309.1 DLP12 prophage; DUF3950 domain-containing protein YlcI,0,0,0,0,0,0,0
YP_001165310.1 uncharacterized protein YbfK,1,0,0,0,1,0,0
YP_001165313.1 small protein AppX,1,1,0,1,1,1,1
YP_001165314.1 uncharacterized protein YmgI,1,1,0,1,1,0,1
YP_001165315.1 uncharacterized protein YmgJ,0,0,0,0,1,0,1
YP_001165316.1 uncharacterized protein YciY,0,0,0,0,0,0,0
YP_001165317.1 UPF0509 protein YciZ,0,0,0,0,0,0,0
YP_001165318.1 uncharacterized protein YncL,1,1,0,1,0,0,1
YP_001165319.1 small protein MgtS,1,0,0,1,1,0,1
YP_001165320.1 uncharacterized protein YdgU,1,0,1,1,0,1,1
YP_001165321.1 stress response membrane protein YnhF,1,0,1,1,1,1,1
YP_001165325.1 uncharacterized protein YpfM,0,0,1,0,0,1,0
YP_001165328.2 UV inducible membrane toxin DinQ,1,0,1,1,1,1,1
YP_001165331.1 membrane-depolarizing toxin TisB,1,1,0,1,1,0,1
YP_001165332.1 PF17089 family protein YjbT,1,1,1,0,1,1,1
YP_001165333.1 uncharacterized protein YjbS,0,1,0,0,0,0,0
YP_001165334.1 putative lipoprotein YtcA,1,1,1,1,1,1,1
YP_001491546.1 RyhB-regulated fur leader peptide,0,0,0,0,0,0,0
YP_001491548.1 KpLE2 phage-like element; uncharacterized protein YthA,1,0,1,1,1,1,1
YP_002791237.1 putative inhibitor of the PtsG glucose transporter,1,1,1,0,1,1,1
YP_002791238.1 putative membrane protein YkgR,1,1,0,1,1,0,1
YP_002791239.1 putative protein YmiB,1,0,1,1,1,1,1
YP_002791240.1 uncharacterized protein YnbG,0,0,0,0,0,0,0
YP_002791241.1 Qin prophage; putative lipoprotein RzoQ,1,0,0,0,1,0,1
YP_002791242.1 putative membrane protein YoaK,1,0,0,1,0,0,0
YP_002791243.1 uncharacterized protein YoaJ,1,1,1,1,1,1,1
YP_002791244.1 uncharacterized protein YobI,0,0,1,1,0,1,0
YP_002791245.1 uncharacterized protein AzuC,0,0,0,0,0,0,0
YP_002791246.1 uncharacterized protein YoeI,0,0,0,0,0,0,0
YP_002791247.1 toxic peptide IbsA,0,0,0,1,0,0,0
YP_002791248.1 putative toxic peptide IbsB,0,0,0,1,0,0,0
YP_002791249.1 putative membrane protein YohP,1,1,0,1,1,0,1
YP_002791250.1 putative membrane protein YpdK,1,0,0,1,0,1,0
YP_002791251.1 toxic peptide ShoB,1,1,0,1,1,0,1
YP_002791252.1 cell envelope stress response protein YqcG,0,1,0,1,1,0,0
YP_002791253.1 uncharacterized protein YqeL,1,0,1,0,0,1,0
YP_002791254.1 uncharacterized protein YqfG,1,0,0,1,1,0,1
YP_002791255.1 toxic peptide IbsC,0,0,0,1,0,0,0
YP_002791256.1 putative toxic peptide IbsD,0,0,1,1,0,1,1
YP_002791257.1 toxic peptide IbsE,0,0,0,1,0,0,0
YP_002791258.1 uncharacterized protein YrbN,0,0,0,0,0,0,0
YP_002791259.1 uncharacterized protein IlvX,0,0,1,0,0,1,0
YP_002791260.1 uncharacterized protein YshB,0,0,1,1,1,1,1
YP_002791261.1 uncharacterized protein YjeV,0,0,0,0,0,0,0
YP_003933616.1 leader peptide MgtL,0,0,1,0,0,1,0
YP_004831120.1 putative bitopic inner membrane protein,0,0,1,1,0,1,1
YP_008592385.1 protein IroK,0,0,0,0,0,0,0
YP_009029994.1 DUF1116 domain-containing protein YlbE,1,0,1,1,0,1,0
YP_009029995.1 small protein MntS,1,0,0,0,0,0,0
YP_009518733.1 uncharacterized protein MbiA,0,1,0,0,1,1,1
YP_009518734.1 putative uncharacterized protein YabP,1,0,0,0,1,0,0
YP_009518735.1 protein YabQ,0,0,0,0,0,0,0
YP_009518736.1 protein YabR,0,0,1,0,0,1,0
YP_009518737.1 protein YacM,0,0,1,0,0,1,0
YP_009518738.1 protein YadW,0,0,0,1,0,0,0
YP_009518739.1 IS1 transposase B,0,0,0,0,0,0,0
YP_009518740.1 IS1 repressor TnpA,1,1,1,0,0,1,0
YP_009518741.1 CP4-6 prophage; PF00078 domain-containing protein YkfC,1,1,0,0,0,1,0
YP_009518742.1 orphan antitoxin YagB,0,1,0,0,0,0,0
YP_009518743.1 CP4-6 prophage; protein YkgS,0,0,0,0,0,0,0
YP_009518744.1 CP4-6 prophage; protein YagJ,0,0,0,0,0,0,0
YP_009518745.1 protein YkgV,0,0,0,0,0,0,0
YP_009518746.1 putative LysR family substrate binding domain-containing protein YagP,1,1,1,1,1,1,1
YP_009518747.1 protein YahV,1,0,1,1,0,1,1
YP_009518748.1 putative uncharacterized protein YahH,0,1,0,1,1,1,1
YP_009518749.1 protein YkiC,1,0,0,1,0,0,1
YP_009518750.1 protein YkiD,0,0,0,0,0,0,0
YP_009518751.1 DNA polymerase III subunit gamma,0,0,0,0,0,0,0
YP_009518752.1 soluble Cu(+) chaperone,0,0,0,0,0,0,0
YP_009518753.1 putative DNA-binding transcriptional regulator YlbG,0,0,0,0,0,0,0
YP_009518754.1 protein YlcJ,1,1,0,1,1,1,1
YP_009518755.1 DLP12 prophage; putative tail fiber assembly protein TfaD,1,1,1,0,0,1,0
YP_009518756.1 DLP12 prophage; protein TfaX,0,0,0,0,0,0,0
YP_009518757.1 protein YldA,1,1,1,1,1,1,1
YP_009518758.1 inactive transposase YbfQ,1,0,0,0,0,0,0
YP_009518759.1 protein YbgU,0,0,0,0,0,0,0
YP_009518760.1 protein YliM,0,0,0,0,0,0,0
YP_009518761.1 protein YmcF,1,1,1,0,0,1,0
YP_009518762.1 protein YmdG,0,0,0,0,0,0,0
YP_009518763.1 e14 prophage; protein YmfH,1,1,1,0,1,0,1
YP_009518764.1 e14 prophage; chimeric replication protein/phage terminase YmfN,0,0,0,0,0,0,0
YP_009518765.1 e14 prophage; putative protein BeeE,0,1,0,0,0,0,0
YP_009518766.1 protein YmgK,0,0,1,0,0,1,0
YP_009518767.1 protein YmgL,0,1,0,1,0,0,0
YP_009518768.1 protein YmgM,0,0,0,0,0,0,0
YP_009518769.1 putative uncharacterized protein YchS,1,1,0,0,1,0,0
YP_009518770.1 IS5 transposase and trans-activator,1,0,0,0,0,0,0
YP_009518771.1 protein YmiC,1,1,0,1,1,1,1
YP_009518772.1 protein YmjE,0,1,0,0,1,0,0
YP_009518773.1 putative uncharacterized protein YmjC,0,0,0,0,0,0,0
YP_009518774.1 uncharacterized protein YmjD,0,0,0,0,0,0,0
YP_009518775.1 protein YnaL,0,0,0,0,0,0,0
YP_009518776.1 Rac prophage; putative uncharacterized protein YdaW,0,0,0,0,0,0,0
YP_009518777.1 Rac prophage; putative uncharacterized protein YdaY,1,1,1,0,0,0,0
YP_009518778.1 Rac prophage; putative prophage tail length tape measure domain-containing protein YnaA,1,0,1,0,1,1,1
YP_009518779.1 Rac prophage; protein YnaM,1,1,0,1,1,0,1
YP_009518780.1 protein YncO,1,1,0,1,0,0,1
YP_009518781.1 leucine-rich repeat domain-containing protein YddK,0,0,0,0,1,0,0
YP_009518782.1 putative uncharacterized protein YddL,1,0,1,1,1,0,1
YP_009518783.1 protein YddY,0,0,1,0,0,1,0
YP_009518784.1 protein YneP,0,0,0,0,0,0,0
YP_009518785.1 fimbrial usher domain-containing protein YdeT,1,1,1,1,1,1,1
YP_009518786.1 putative transporter YdfJ,1,1,1,1,1,1,1
YP_009518787.1 Qin prophage; protein YnfT,1,1,0,1,1,0,1
YP_009518788.1 Qin prophage; putative prophage DNA-packaging protein NohA,1,0,1,0,0,0,0
YP_009518789.1 Qin prophage; protein YnfR,1,0,1,1,0,1,1
YP_009518790.1 Qin prophage; protein YnfQ,1,1,0,0,1,1,1
YP_009518791.1 Qin prophage; protein YnfS,1,1,0,1,1,0,1
YP_009518792.1 Qin prophage; uncharacterized protein YdfW,0,0,1,0,0,0,0
YP_009518793.1 Qin prophage; uncharacterized protein YdfX,1,1,1,0,0,1,0
YP_009518794.1 protein YnfP,0,0,0,0,0,1,0
YP_009518795.1 protein YoaL,0,1,0,0,1,0,1
YP_009518796.1 protein YecU,1,1,1,1,1,1,1
YP_009518797.1 CP4-44 prophage; putative uncharacterized protein YeeW,1,1,1,0,0,1,0
YP_009518798.1 CP4-44 prophage; putative uncharacterized protein YoeF,1,0,0,0,1,0,0
YP_009518799.1 putative protein YehF,1,1,1,0,1,1,0
YP_009518800.1 SWIM zinc finger domains-containing protein YehQ,1,0,1,1,1,1,1
YP_009518801.1 uncharacterized protein YojO,1,1,0,0,1,0,1
YP_009518802.1 protein YpaB,0,0,0,0,0,0,0
YP_009518803.1 CPS-53 (KpLE1) prophage; putative methyltransferase,1,0,0,0,1,0,0
YP_009518804.1 CPS-53 (KpLE1) prophage; putative defective phage replication protein O,1,0,1,0,0,1,0
YP_009518805.1 CPS-53 (KpLE1) prophage; putative uncharacterized protein YpdJ,0,0,0,0,0,0,0
YP_009518806.1 rpoE leader peptide,0,1,0,0,1,0,0
YP_009518807.1 CP4-57 prophage; ArsC family protein YfjU,1,1,0,0,0,1,0
YP_009518808.1 DUF5508 domain-containing protein YpjB,0,1,0,0,1,0,0
YP_009518809.1 DUF5507 domain-containing protein YpjC,1,0,0,0,0,0,0
YP_009518810.1 hypothetical protein b4610,1,1,0,1,1,0,1
YP_009518811.1 protein YgeQ,1,0,0,1,1,0,1
YP_009518812.1 protein YqfH,0,0,0,0,0,0,0
YP_009518813.1 protein YqfI,0,0,0,0,0,0,0
YP_009518814.1 DUF2684 domain-containing protein YqgD,1,1,1,1,1,1,1
YP_009518815.1 putative DNA-binding transcriptional regulator YghO,1,1,0,1,1,1,1
YP_009518816.1 protein YqhI,0,1,1,0,0,1,0
YP_009518817.1 putative protein YgiA,0,1,1,0,0,1,0
YP_009518818.1 protein YqiD,1,1,0,0,1,0,1
YP_009518819.1 putative uncharacterized protein YzgL,1,1,1,1,1,1,1
YP_009518820.1 uncharacterized protein YrhD,0,0,0,0,0,0,0
YP_009518821.1 PF15596 family protein YibV,1,1,1,0,1,1,1
YP_009518822.1 truncated RNase PH,1,0,1,0,0,1,0
YP_009518823.1 putative inactive phospho-glucosidase,1,1,1,0,1,1,1
YP_009518824.1 putative PTS enzyme II component GlvB,1,0,0,0,1,0,0
YP_009518825.1 putative PTS enzyme II component GlvC,1,1,1,1,1,1,1
YP_009518826.1 protein YsdD,0,0,0,0,0,0,0
YP_009518827.1 rho operon leader peptide,0,0,1,0,0,1,0
YP_009518828.1 protein YzcX,1,0,0,1,0,1,0
YP_009518829.1 putative YjfA,0,0,0,0,0,0,0
YP_009518830.1 protein YtiC,1,1,0,1,1,0,1
YP_009518831.1 protein YtiD,0,0,0,0,0,0,0
YP_009518832.1 iraD leader peptide,0,0,1,0,0,1,0
YP_009518833.1 uncharacterized protein YtiA,1,1,1,1,1,1,1
YP_009518834.1 putative uncharacterized protein YjiT,1,0,0,1,1,0,0
YP_025292.1 protein HokC,1,1,1,1,1,1,1
YP_025293.1 sugar exporter SetA,1,1,1,1,1,1,1
YP_025294.2 acetolactate synthase/acetohydroxybutanoate synthase catalytic subunit,1,0,1,1,1,1,1
YP_025295.1 protein HokE,1,1,0,1,1,0,1
YP_025297.1 small toxic polypeptide LdrA,1,0,0,1,1,0,1
YP_025298.1 small toxic polypeptide LdrB,1,0,0,1,1,0,1
YP_025299.1 small toxic polypeptide LdrC,1,1,1,1,1,1,1
YP_025300.1 murein tripeptide ABC transporter/oligopeptide ABC transporter ATP binding subunit OppD,1,1,0,0,1,0,1
YP_025301.1 toxin HokB,1,1,1,1,1,1,1
YP_025302.1 tagaturonate reductase,1,0,1,1,1,1,0
YP_025303.1 beta-lactam resistance protein,1,1,1,1,1,1,1
YP_025304.1 outer membrane lipoprotein SlyB,1,1,1,1,1,1,1
YP_025305.1 putative oxidoreductase,0,0,0,0,0,0,1
YP_025306.1 putative transporter YdhC,1,1,1,1,1,1,1
YP_025307.1 multidrug efflux pump MdtK,1,1,1,1,1,1,1
YP_025308.1 catalase II,1,1,0,1,1,0,0
YP_025309.2 protein CutC,0,0,0,0,1,0,1
YP_025310.1 putative SOS response-associated peptidase YedK,0,0,0,0,0,0,0
YP_026160.1 UPF0253 family protein YaeP,1,1,1,0,0,1,0
YP_026161.1 RNA chaperone ProQ,0,0,0,0,0,0,0
YP_026162.2 arabinose ABC transporter membrane subunit,1,1,1,1,1,1,1
YP_026163.2 CP4-44 prophage; IS2 insertion element repressor InsA,1,1,1,0,0,1,0
YP_026164.1 CP4-44 prophage; self recognizing antigen 43 (Ag43) autotransporter,1,1,1,1,1,1,1
YP_026168.2 sulfate/thiosulfate ABC transporter inner membrane subunit CysW,1,1,1,1,1,1,1
YP_026169.1 cysteine desulfurase,1,0,0,0,0,0,0
YP_026170.1 phosphoribosylformylglycinamide synthetase,0,0,0,1,0,1,0
YP_026171.3 putative inner membrane protein,1,1,1,1,1,0,1
YP_026172.1 DNA repair protein RecN,0,0,0,0,0,0,0
YP_026173.1 CP4-57 prophage; putative GTP-binding protein YfjP,1,1,1,1,1,1,1
YP_026174.2 CP4-57 prophage; uncharacterized protein YpjK,1,1,1,1,1,1,1
YP_026180.1 sorbitol-specific PTS enzyme IIC2 component,1,1,1,1,1,1,1
YP_026181.1 sorbitol-specific PTS enzyme IIBC1 component,1,1,1,1,1,1,1
YP_026182.1 beta-glucoside specific PTS enzyme IIBC component,1,1,1,1,1,1,1
YP_026183.1 putative FAD-containing dehydrogenase,0,1,0,0,0,0,0
YP_026185.1 putative carbamoyltransferase YgeW,1,0,1,0,0,0,0
YP_026186.1 guanine/hypoxanthine transporter GhxQ,1,1,1,1,1,1,1
YP_026187.1 putative zinc-binding dehydrogenase YggP,1,0,1,1,1,1,1
YP_026188.1 transketolase 1,0,0,0,1,0,0,0
YP_026189.1 putative lipoprotein YghJ,1,1,1,1,1,1,1
YP_026190.1 glycolate dehydrogenase putative iron-sulfur subunit,0,0,0,0,0,0,0
YP_026191.1 glycolate dehydrogenase putative FAD-binding subunit,0,0,0,1,0,0,0
YP_026192.1 putative transport protein YghQ,1,1,1,1,1,1,1
YP_026195.1 DUF3828 domain-containing protein YqhG,1,0,0,0,1,0,1
YP_026196.1 radical SAM superfamily protein YgiQ,1,0,0,1,0,0,0
YP_026197.1 DNA-binding transcriptional repressor YgiV,0,0,0,0,0,0,0
YP_026199.1 evolved beta-D-galactosidase subunit alpha,1,0,0,1,1,0,1
YP_026200.1 putative transporter YgjI,1,1,1,1,1,1,1
YP_026201.1 putative membrane-bound redox modulator Alx,1,0,1,1,1,1,1
YP_026202.1 putative L-cysteine desulfidase CyuA,1,0,0,1,1,0,1
YP_026203.3 putative D/L-serine transporter,1,1,1,1,1,1,1
YP_026204.1 L-serine deaminase III,1,0,0,1,0,0,0
YP_026205.1 2-ketobutyrate formate-lyase/pyruvate formate-lyase 4,1,1,1,1,1,1,1
YP_026207.1 sensory histidine kinase ArcB,1,1,1,1,1,0,0
YP_026208.1 AsmA2 domain-containing protein,1,0,1,1,1,1,1
YP_026209.1 putative ABC transporter membrane subunit YhdX,1,1,1,1,1,1,1
YP_026210.1 putative DNA topoisomerase,1,0,1,0,0,0,0
YP_026211.1 protein Smf,0,0,0,1,0,0,0
YP_026212.2 nitrite transporter NirC,1,1,1,1,1,1,1
YP_026213.1 fructoselysine 3-epimerase,0,0,0,0,0,0,0
YP_026214.1 putative DNA-binding transcriptional regulator YhfZ,1,0,1,0,0,0,0
YP_026215.2 shikimate kinase 1,1,0,1,0,0,0,0
YP_026216.2 transcription elongation factor GreB,0,0,0,0,0,0,0
YP_026217.1 high-affinity gluconate transporter,1,1,1,1,1,1,1
YP_026218.1 maltodextrin phosphorylase,0,0,0,1,0,0,0
YP_026219.1 RNA 3'-terminal phosphate cyclase,0,0,0,1,0,0,0
YP_026220.1 rhomboid protease,1,1,1,1,1,1,1
YP_026221.1 low-affinity gluconate transporter,1,1,1,1,1,1,1
YP_026222.1 DNA-binding transcriptional repressor GntR,1,1,1,0,1,1,0
YP_026223.1 branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein,1,1,1,1,1,1,1
YP_026224.1 rhs element protein RhsB,1,1,1,1,1,1,1
YP_026225.1 ribosome-associated ATPase,1,1,1,1,1,1,1
YP_026226.4 cellulose biosynthesis protein BcsC,1,1,1,1,1,1,1
YP_026227.1 small toxic polypeptide LdrD,1,0,0,1,1,0,1
YP_026228.1 PF13488 family lipoprotein YiaD,1,1,1,1,1,1,1
YP_026229.1 small toxic polypeptide,1,1,0,1,1,0,1
YP_026230.1 putative glycoside hydrolase Bax,1,1,0,0,1,0,1
YP_026231.1 valine--pyruvate aminotransferase,0,0,0,1,0,0,0
YP_026232.1 2-diketo-L-gulonate:Na(+) symporter - membrane subunit,1,1,1,1,1,1,1
YP_026233.1 L-threonine dehydrogenase,0,0,0,1,0,0,0
YP_026237.1 D-galactonate dehydratase,0,0,0,0,0,0,0
YP_026238.1 2-dehydro-3-deoxy-6-phosphogalactonate aldolase,0,0,0,1,1,0,0
YP_026239.1 putative DNA-binding transcriptional regulator DgoR,0,0,0,0,0,0,0
YP_026240.1 putative lipoprotein YidX,1,1,1,1,1,0,1
YP_026241.1 DNA gyrase subunit B,1,1,1,1,1,0,0
YP_026242.1 putative glucosamine-6-phosphate deaminase YieK,1,0,1,0,0,1,0
YP_026243.1 protein ViaA,1,0,1,0,0,1,0
YP_026244.1 K(+):H(+) symporter Kup,1,1,1,1,1,1,1
YP_026245.1 putative transcriptional regulator YieP,1,0,0,0,0,1,0
YP_026246.1 DNA-binding transcriptional dual regulator HdfR,0,0,0,0,0,0,0
YP_026247.1 branched-chain-amino-acid aminotransferase,0,0,0,0,0,0,0
YP_026248.1 dihydroxy-acid dehydratase,1,0,1,1,0,0,0
YP_026251.1 ATP-dependent DNA helicase Rep,0,0,0,1,0,0,0
YP_026252.1 guanosine-5'-triphosphate'-diphosphate phosphatase,1,0,1,1,0,1,0
YP_026253.1 UDP-N-acetylglucosamine 2-epimerase,0,1,0,0,0,0,0
YP_026254.1 UDP-N-acetyl-D-mannosamine dehydrogenase,1,0,1,1,1,1,1
YP_026255.1 dTDP-glucose 4-dehydratase 2,1,0,1,1,1,1,0
YP_026256.2 dTDP-4-amino-4-dideoxy-D-galactose acyltransferase,0,0,0,1,1,1,0
YP_026257.1 4-acetamido-4-dideoxy-D-galactose transferase,1,1,1,1,1,1,1
YP_026258.1 putative transporter YifK,1,1,1,1,1,1,1
YP_026259.1 putative anaerobic sulfatase maturation enzyme AslB,0,0,0,0,0,0,0
YP_026260.1 hydroxymethylbilane synthase,0,0,0,0,0,0,0
YP_026261.1 DUF2233 domain-containing protein YigE,1,0,1,1,1,0,1
YP_026262.1 putative transporter RarD,1,1,1,1,1,1,1
YP_026263.3 ATP-dependent DNA helicase RecQ,1,0,1,1,0,1,0
YP_026264.1 L-threonine exporter,1,1,1,1,1,1,1
YP_026265.1 L-homoserine/L-homoserine lactone/L-threonine exporter,1,1,1,1,1,1,1
