Sequence ID,gb,knn,log,nb,rf,svm,tree
NP_015225.1 Atg21p,1,1,1,1,0,1,0
NP_015226.1 Ina17p,1,0,1,0,0,0,0
NP_015227.1 Mgr2p,1,1,1,1,1,1,1
NP_015228.1 tyrosine--tRNA ligase MSY1,1,0,1,1,1,1,1
NP_015229.1 peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase,1,0,1,0,0,1,0
NP_015230.1 medium-chain fatty acid ethyl ester synthase/esterase,1,0,1,1,1,1,1
NP_015231.2 Sec63 complex subunit SEC62,1,1,1,1,1,1,1
NP_015232.1 putative GTPase NOG1,1,0,1,0,0,0,0
NP_015233.1 Ssu1p,1,1,1,1,1,1,1
NP_015234.1 glutathione-disulfide reductase GLR1,1,0,1,0,0,0,0
NP_015235.1 ribosomal 40S subunit protein S6A,1,0,1,0,0,0,0
NP_015236.1 Rlm1p,1,0,1,1,0,1,0
NP_015237.1 aldo-keto reductase superfamily protein,1,0,0,0,0,0,0
NP_015238.1 alkaline dihydroceramidase,1,1,1,1,1,1,1
NP_015239.1 Elongator subunit ELP3,1,1,1,0,0,0,0
NP_015240.1 Sec16p,1,0,1,1,1,0,0
NP_015241.1 Bro1p,1,1,1,1,1,0,1
NP_015242.1 tRNA splicing endonuclease subunit SEN54,1,1,1,0,1,1,1
NP_015243.1 DNA-binding ATPase,1,1,1,1,1,0,1
NP_015244.1 ribosomal 40S subunit protein S9A,0,0,0,0,0,0,0
NP_015246.1 ribosomal 60S subunit protein L21B,0,0,1,0,0,0,0
NP_015247.1 F1F0 ATP synthase subunit 4,1,1,1,0,1,1,1
NP_015248.1 uncharacterized protein YPL077C,1,0,1,0,0,0,0
NP_015249.1 phosphatidylinositol N-acetylglucosaminyltransferase,1,1,1,1,1,1,1
NP_015250.1 transcription regulator GCR1,1,0,1,1,1,1,1
NP_015251.1 putative AAA family ATPase YTA6,1,0,1,0,0,0,0
NP_015253.1 putative ubiquitin-specific protease UBP16,1,0,1,1,1,1,1
NP_015254.1 uncharacterized protein YPL071C,0,1,0,0,0,0,0
NP_015255.1 guanine nucleotide exchange factor MUK1,1,0,1,1,1,1,1
NP_015256.1 farnesyltranstransferase,1,0,0,1,1,1,0
NP_015257.1 uncharacterized protein YPL068C,1,1,0,0,0,0,0
NP_015258.1 Htc1p,1,0,0,0,0,1,0
NP_015259.1 Rgl1p,1,1,1,1,1,1,1
NP_015260.1 ESCRT-I subunit protein VPS28,1,1,1,0,1,1,1
NP_015261.1 putative peptidylprolyl isomerase CWC27,1,1,1,0,0,0,0
NP_015262.1 protein translocase subunit TIM50,1,1,1,0,1,0,1
NP_015264.1 aldehyde dehydrogenase (NADP(+)) ALD6,1,0,1,1,1,0,0
NP_015265.1 Mfm1p,1,0,1,1,1,1,1
NP_015266.1 monothiol glutaredoxin GRX5,1,0,1,0,0,1,0
NP_015267.1 ATP-binding cassette multidrug transporter PDR12,1,1,1,1,1,1,1
NP_015268.1 mannosylinositol phosphorylceramide synthase catalytic subunit SUR1,1,1,1,1,1,1,1
NP_015269.1 Lcl1p,1,1,1,1,1,1,1
NP_015270.1 Lge1p,0,0,1,0,0,0,0
NP_015271.1 Lee1p,0,0,0,0,0,0,0
NP_015272.1 putative mannosyltransferase,1,0,1,1,1,1,1
NP_015273.2 Oaz1p,1,1,1,1,1,1,1
NP_015274.1 Arf family GTPase ARL3,1,0,0,0,0,0,0
NP_015275.1 mannosyltransferase complex subunit MNN9,1,1,1,0,1,1,1
NP_015276.1 Dig1p,1,0,1,0,0,0,0
NP_015277.1 translation elongation factor EF1B gamma,0,0,1,0,1,0,0
NP_015278.1 SAGA histone acetyltransferase complex subunit SGF11,1,1,1,0,0,1,0
NP_015279.1 elongin C,0,0,0,0,0,0,0
NP_015280.1 tethering complex subunit VPS16,1,1,1,1,1,1,1
NP_015282.1 mRNA-binding ribosome biosynthesis protein NOP4,1,0,1,0,0,0,0
NP_015283.1 cyclin-dependent serine/threonine protein kinase SSN3,1,1,1,1,1,1,0
NP_015284.1 Mrx11p,1,1,1,1,1,1,1
NP_015285.1 isoleucine--tRNA ligase ISM1,1,0,0,1,0,0,0
NP_015286.1 uncharacterized protein YPL039W,1,0,0,0,0,0,0
NP_015287.1 Met31p,1,0,0,0,0,0,0
NP_015288.1 Egd1p,1,1,1,0,0,0,0
NP_015289.1 H(+)-exporting P2-type ATPase PMA2,1,1,1,1,1,1,1
NP_015291.1 uncharacterized protein YPL034W,0,0,0,0,0,1,0
NP_015292.1 Srl4p,1,1,0,0,0,1,1
NP_015293.1 Svl3p,1,0,1,1,1,1,0
NP_015294.1 cyclin-dependent serine/threonine-protein kinase PHO85,1,0,1,0,0,1,1
NP_015295.1 tRNA (uracil) methyltransferase,1,1,0,1,0,0,0
NP_015296.1 ATP-dependent RNA helicase SUV3,1,0,1,1,1,1,1
NP_015297.1 acetyl-CoA C-acetyltransferase,1,0,0,1,0,0,0
NP_015298.1 Sma1p,0,0,0,0,0,0,0
NP_015299.1 putative serine/threonine protein kinase SKS1,1,0,1,1,1,1,0
NP_015301.1 Rmi1p,1,0,1,0,1,1,1
NP_015302.1 methylenetetrahydrofolate reductase (NAD(P)H) MET12,0,0,0,1,1,0,0
NP_015303.1 ssDNA endodeoxyribonuclease RAD1,1,0,1,1,0,0,0
NP_015304.1 Ecm23p,0,0,0,0,0,0,0
NP_015305.1 SUMO protease ULP1,0,0,0,0,0,0,0
NP_015306.1 vacuolar transporter chaperone,1,1,1,1,1,1,1
NP_015307.1 Ctf19p,1,1,1,0,0,1,0
NP_015308.1 Irc15p,1,1,1,1,1,1,1
NP_015309.1 Swi1p,1,1,1,1,1,1,1
NP_015310.1 histone deacetylase HST2,1,0,1,0,0,0,0
NP_015311.1 Cip1p,0,1,1,0,1,1,0
NP_015312.1 mitochondrial 37S ribosomal protein MRPS16,1,0,1,0,0,1,0
NP_015313.1 mRNA-binding protein RRP12,1,0,1,1,1,1,1
NP_015314.1 Taf3p,1,0,1,0,0,0,0
NP_015315.1 coatomer subunit zeta,0,0,0,0,0,0,0
NP_015316.1 Rqc2p,1,0,1,1,1,0,1
NP_015317.1 DNA helicase,1,0,1,1,0,0,0
NP_015318.1 transcription factor TFIIIC subunit TFC8,1,1,0,1,1,1,1
NP_015319.1 sphingolipid transporter,1,1,1,1,1,1,1
NP_015320.1 Aep3p,0,0,1,1,1,1,0
NP_015321.1 lipid-binding protein LSP1,1,0,1,0,1,0,1
NP_015322.1 Ula1p,1,1,1,1,1,1,1
NP_015323.1 ESCRT-II subunit protein SNF8,1,1,1,0,1,1,1
NP_015324.1 histone acetyltransferase catalytic subunit HAT1,1,0,1,0,0,1,0
NP_015325.1 citrate (Si)-synthase CIT3,1,1,0,1,1,1,1
NP_015326.1 putative 2-methylcitrate dehydratase,1,0,1,1,1,0,0
NP_015328.1 uncharacterized protein YPR003C,1,1,1,1,1,1,1
NP_015329.1 Aim45p,1,0,1,1,1,1,1
NP_015330.1 Hal1p,1,1,1,0,0,0,0
NP_015331.1 methylisocitrate lyase ICL2,1,1,1,1,1,1,1
NP_015332.1 Rec8p,1,1,1,1,1,1,1
NP_015333.1 Haa1p,0,0,0,1,0,0,0
NP_015334.1 Sut2p,1,0,1,0,0,1,0
NP_015335.1 DNA-directed RNA polymerase I core subunit RPA135,1,1,1,1,1,1,1
NP_015336.1 uncharacterized protein YPR011C,1,1,1,1,1,1,1
NP_015338.1 Cmr3p,1,0,1,0,1,1,0
NP_015340.1 uncharacterized protein YPR015C,1,0,0,0,0,0,0
NP_015341.1 translation initiation factor 6,1,1,1,1,1,1,1
NP_015342.1 guanine nucleotide exchange factor DSS4,1,0,1,0,0,1,0
NP_015343.1 Rlf2p,1,0,1,0,0,0,0
NP_015344.1 MCM DNA helicase complex subunit MCM4,1,1,1,1,0,0,0
NP_015345.1 F1F0 ATP synthase subunit g,1,1,1,1,1,1,1
NP_015346.1 amino acid transporter AGC1,1,0,1,1,1,1,1
NP_015347.1 Sdd4p,1,0,1,1,1,0,1
NP_015348.1 Eaf3p,0,0,0,0,0,0,0
NP_015349.1 i-AAA protease YME1,1,1,1,1,1,1,1
NP_015350.1 TFIIH complex kinase subunit CCL1,1,0,1,0,0,1,0
NP_015351.1 alphalpha-trehalase ATH1,1,0,1,1,1,1,1
NP_015352.1 uncharacterized protein YPR027C,1,1,1,1,1,1,1
NP_015353.1 Yop1p,1,1,1,1,1,1,1
NP_015354.1 Apl4p,1,1,1,1,1,1,1
NP_015355.1 Csr2p,1,1,1,1,1,1,1
NP_015356.1 Nto1p,1,0,1,1,1,0,0
NP_015357.1 Rab GTPase-binding protein SRO7,1,1,1,1,1,1,1
NP_015358.1 histidine--tRNA ligase,1,0,1,1,1,1,1
NP_015359.1 Arp7p,1,0,1,1,1,1,1
NP_015360.2 glutamate--ammonia ligase,1,0,1,0,0,0,0
NP_015361.1 H(+)-transporting V1 sector ATPase subunit H,1,0,1,1,1,1,1
NP_015362.1 flavin-linked sulfhydryl oxidase,1,1,1,0,1,0,0
NP_015365.1 Tip41p,0,0,0,0,0,0,0
NP_015366.1 translation initiation factor eIF5,1,0,1,0,0,0,0
NP_015367.1 Puf2p,0,0,1,1,1,0,1
NP_015368.1 ribosomal 60S subunit protein L43A,1,0,1,0,0,1,0
NP_015370.1 Thp3p,1,0,1,0,1,0,1
NP_015371.1 Mcm16p,0,0,0,0,0,0,0
NP_015372.2 phenylalanine--tRNA ligase,0,0,0,0,0,0,0
NP_015373.1 NAPDH-dependent diflavin reductase,1,0,1,1,1,1,1
NP_015374.1 autophagy protein ATG11,1,0,1,1,1,0,1
NP_015376.1 peptide alpha-N-acetyltransferase MAK3,0,0,0,0,0,0,0
NP_015377.1 high-mobility group nucleosome-binding protein,0,0,1,0,0,0,0
NP_015379.1 mitogen-activated protein kinase SMK1,1,1,0,1,1,1,1
NP_015380.1 exocyst subunit SEC8,1,1,0,1,1,1,1
NP_015381.1 TFIIH/NER complex subunit TFB4,1,1,1,1,0,1,0
NP_015382.1 Brr1p,1,0,0,0,0,0,0
NP_015383.1 organic acid transporter,1,1,1,1,1,1,1
NP_015385.1 chorismate mutase ARO7,1,1,0,0,0,0,0
NP_015386.1 Jid1p,1,0,0,0,0,0,0
NP_015387.1 cytosine deaminase,1,0,1,0,0,0,0
NP_015388.1 uncharacterized protein YPR063C,1,1,1,1,1,1,1
NP_015390.1 Rox1p,1,0,0,0,0,0,0
NP_015391.1 NEDD8-activating protein UBA3,1,0,1,1,1,1,1
NP_015392.1 Isa2p,1,0,1,0,0,1,0
NP_015393.1 histone deacetylase,1,0,1,1,1,1,1
NP_015394.1 spermidine synthase,1,0,1,0,0,0,0
NP_015395.1 Med1p,1,1,1,1,1,1,0
NP_015396.1 uncharacterized protein YPR071W,1,1,1,1,1,1,1
NP_015397.1 CCR4-NOT core subunit NOT5,0,0,0,0,0,0,0
NP_015398.1 tyrosine protein phosphatase LTP1,1,1,1,0,0,0,0
NP_015399.1 transketolase TKL1,1,0,1,1,1,1,1
NP_015400.1 Opy2p,1,0,1,0,1,0,0
NP_015403.1 uncharacterized protein YPR078C,1,0,1,0,0,0,0
NP_015404.1 Mrl1p,1,0,1,0,1,0,0
NP_015405.1 translation elongation factor EF-1 alpha,0,0,0,0,0,0,0
NP_015406.1 putative glycine--tRNA ligase,0,0,0,1,0,0,0
NP_015407.1 U4/U6-U5 snRNP complex subunit DIB1,0,0,0,0,0,0,0
NP_015408.1 Mdm36p,1,0,0,1,0,1,1
NP_015409.1 uncharacterized protein YPR084W,1,0,0,1,0,1,0
NP_015410.2 Asa1p,1,0,1,1,1,1,1
NP_015411.1 transcription factor TFIIB,1,0,0,0,0,0,0
NP_015413.1 RNA-binding signal recognition particle subunit SRP54,1,0,1,1,1,1,1
NP_015414.2 uncharacterized protein YPR089W,1,0,1,1,1,0,1
NP_015416.1 Nvj2p,1,0,1,1,1,1,1
NP_015418.2 ubiquitin-protein ligase ASR1,1,0,1,0,0,0,0
NP_015419.1 U2 snRNP complex subunit RDS3,1,0,1,0,0,0,0
NP_015420.1 Arf family guanine nucleotide exchange factor SYT1,1,0,1,1,0,1,0
NP_015421.1 uncharacterized protein YPR096C,0,0,1,0,0,1,0
NP_015422.2 uncharacterized protein YPR097W,1,0,1,1,1,0,1
NP_015423.2 Tmh18p,1,1,1,1,1,1,1
NP_015425.1 mitochondrial 54S ribosomal protein MRPL51,0,0,0,0,0,0,0
NP_015426.1 Snt309p,0,0,1,0,0,0,0
NP_015427.1 ribosomal 60S subunit protein L11A,1,0,1,0,0,0,0
NP_015428.1 proteasome core particle subunit beta 5,1,1,1,1,1,1,1
NP_015429.1 Fhl1p,1,1,1,1,0,0,0
NP_015430.1 Golgi transport complex subunit COG4,1,1,1,1,1,1,1
NP_015431.1 putative protein kinase ISR1,0,0,0,1,1,0,1
NP_015432.1 cleavage polyadenylation factor RNA-binding subunit YTH1,0,0,0,0,0,0,0
NP_015433.1 proteasome regulatory particle lid subunit RPN7,1,1,1,0,1,1,1
NP_015434.1 Gld1p,1,1,1,1,1,1,1
NP_015435.1 DNA-directed RNA polymerase core subunit RPC40,1,0,1,0,0,0,0
NP_015436.1 serine/threonine-protein kinase DBF20,1,0,1,1,1,1,1
NP_015437.1 RNA-binding ribosome biosynthesis protein MRD1,1,0,1,1,0,0,0
NP_015438.1 CDP-diacylglycerol--inositol 3-phosphatidyltransferase,1,1,1,1,1,1,1
NP_015439.1 uncharacterized protein YPR114W,1,1,1,1,1,1,1
NP_015440.1 Rgc1p,1,0,1,1,0,0,0
NP_015441.1 Rrg8p,1,0,1,0,1,1,0
NP_015442.1 uncharacterized protein YPR117W,1,0,1,1,1,0,1
NP_015443.1 S-methyl-5-thioribose-1-phosphate isomerase MRI1,1,0,0,1,1,0,0
NP_015444.1 B-type cyclin CLB2,1,0,1,0,1,1,0
NP_015445.1 B-type cyclin CLB5,1,0,1,0,0,1,0
NP_015446.2 putative phosphomethylpyrimidine kinase,1,0,1,1,0,0,0
NP_015447.1 Axl1p,1,0,1,1,1,1,1
NP_015449.1 high-affinity Cu transporter CTR1,1,0,1,1,1,1,1
NP_015450.1 Ylh47p,1,0,1,0,1,1,1
NP_015452.1 pyridoxine 4-dehydrogenase,1,0,1,0,0,1,0
NP_015453.1 Ant1p,1,1,1,1,1,1,1
NP_015454.1 Scd6p,1,0,1,0,1,1,0
NP_015456.2 peptide alpha-N-acetyltransferase complex B subunit NAT3,1,1,1,0,0,1,0
NP_015457.1 ribosomal 40S subunit protein S23B,0,0,1,0,0,0,0
NP_015458.1 Spn1p,1,0,1,0,0,0,0
NP_015459.1 Tom5p,1,1,1,0,1,1,1
NP_015460.1 Mss18p,1,0,1,0,1,1,1
NP_015461.1 chromatin-binding protein CTF4,1,0,1,1,1,0,1
NP_015463.1 Rrp9p,1,0,1,0,1,1,0
NP_015464.1 ammonium permease MEP3,1,1,1,1,1,1,1
NP_015465.1 lysophosphatidic acid acyltransferase LOA1,1,0,1,0,1,1,1
NP_015466.1 lysophosphatidylcholine acyltransferase,1,0,1,0,1,1,0
NP_015467.1 Kar3p,1,1,0,0,0,0,0
NP_015469.1 Rrp15p,0,0,1,0,0,0,0
NP_015470.1 ribosome biosynthesis protein NOC4,1,0,0,1,1,1,1
NP_015471.1 asparagine synthase (glutamine-hydrolyzing) 1,1,1,0,1,0,0,0
NP_015473.1 uncharacterized protein YPR147C,1,1,1,1,1,1,1
NP_015474.1 uncharacterized protein YPR148C,0,0,0,0,0,0,0
NP_015475.1 Nce102p,1,1,1,1,1,1,1
NP_015477.1 Sue1p,0,0,1,0,0,1,0
NP_015478.1 Urn1p,1,0,1,0,0,0,0
NP_015479.2 May24p,1,1,1,1,1,1,1
NP_015480.1 Pin3p,0,0,0,0,1,0,0
NP_015481.1 Nca2p,1,1,1,1,1,1,1
NP_015482.1 spermine transporter,1,1,1,1,1,1,1
NP_015483.1 Tda6p,1,0,0,1,1,0,0
NP_015484.1 Cur1p,0,0,0,0,0,0,0
NP_015485.1 beta-glucan synthesis-associated protein KRE6,1,1,1,1,1,1,1
NP_015486.1 glycogen phosphorylase,0,0,0,1,1,0,0
NP_015487.1 cyclin-dependent serine/threonine protein kinase SGV1,1,0,1,1,0,0,0
NP_015488.1 origin recognition complex subunit 4,1,0,1,1,1,1,1
NP_015489.1 Tif3p,1,0,1,0,1,0,0
NP_015490.1 Mms1p,1,0,1,1,1,1,1
NP_015491.1 Rho family GTPase RHO1,1,1,1,0,0,1,0
NP_015492.1 mitochondrial 37S ribosomal protein MRP2,0,0,1,0,0,1,0
NP_015493.1 phosphoadenylyl-sulfate reductase (thioredoxin),1,0,1,0,0,0,0
NP_015494.1 mediator complex subunit NUT2,1,0,1,0,0,0,0
NP_015495.2 Jip5p,1,0,1,0,0,0,0
NP_015497.1 Bsp1p,0,0,0,0,0,0,0
NP_015498.1 pyridoxal 5'-phosphate synthase,1,1,1,0,1,1,1
NP_015499.1 AAA family ATPase VPS4,1,1,1,0,1,1,1
NP_015500.1 uncharacterized protein YPR174C,0,0,1,0,0,0,0
NP_015501.2 DNA polymerase epsilon noncatalytic subunit,1,1,1,1,1,1,1
NP_015502.1 Rab geranylgeranyltransferase BET2,1,1,1,1,1,1,1
NP_015504.1 U4/U6-U5 snRNP complex subunit PRP4,1,0,1,0,0,0,0
NP_015505.1 Hda3p,1,0,1,0,0,0,0
NP_015506.1 E1 ubiquitin-activating protein AOS1,1,0,1,0,1,1,1
NP_015507.1 GTPase-activating protein SEC23,1,0,1,1,1,1,1
NP_015508.1 mRNA splicing protein SMX3,1,1,1,0,0,1,1
NP_015509.1 dolichyl-phosphate beta-D-mannosyltransferase,1,1,1,1,1,1,1
NP_015510.1 bifunctional 4-alpha-glucanotransferase/amylo-alpha-1-glucosidase,1,0,1,1,1,1,1
NP_015511.1 serine/threonine protein kinase regulatory subunit ATG13,1,0,1,1,1,0,1
NP_015512.1 Pzf1p,0,0,0,0,0,0,0
NP_015513.1 DNA-directed RNA polymerase core subunit RPO26,1,0,1,0,0,0,0
NP_015514.1 Mlc2p,1,0,1,0,0,0,0
NP_015515.1 SKI complex subunit tetratricopeptide repeat protein SKI3,1,0,1,1,0,0,0
NP_015516.1 DNA-directed RNA polymerase III subunit C82,1,1,1,1,1,1,1
NP_015517.1 ubiquinol--cytochrome-c reductase subunit 2,1,0,1,1,1,1,1
NP_015518.1 Aqy1p,1,1,1,1,1,1,1
NP_015519.1 histone acetyltransferase,1,0,1,1,1,1,1
NP_015520.1 Opt2p,1,1,1,1,1,1,1
NP_015522.1 putative maltose-responsive transcription factor,1,1,1,1,0,1,0
NP_015524.1 Sge1p,1,1,1,1,1,1,1
NP_015525.1 Arr1p,1,1,1,0,0,1,0
NP_015526.1 Arr2p,1,1,1,0,0,1,0
NP_015527.1 Arr3p,1,1,1,1,1,1,1
NP_015528.1 uncharacterized protein YPR202W,1,1,1,0,0,1,0
NP_015529.1 uncharacterized protein YPR203W,0,0,1,0,0,1,0
NP_015530.1 Y' element ATP-dependent helicase,1,0,1,1,1,1,0
NP_031358.1 Cmc2p,0,0,0,0,0,0,0
NP_036194.1 phosphatase regulator,0,0,0,0,0,0,0
NP_036195.3 gag protein,0,0,0,0,0,0,0
NP_058133.1 gag-pol fusion protein,1,1,1,1,1,0,0
NP_058134.1 gag protein,1,0,1,0,0,0,0
NP_058135.1 snoRNP complex protein NOP10,0,0,1,0,0,1,0
NP_058136.1 Tda8p,1,1,1,1,1,1,1
NP_058137.1 proteolipid ATPase,1,0,1,1,1,1,1
NP_058138.3 gag-pol fusion protein,0,0,0,1,0,0,0
NP_058139.1 gag protein,0,0,0,0,0,0,0
NP_058140.1 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058141.1 gag protein,1,0,1,1,0,1,0
NP_058142.3 gag-pol fusion protein,1,0,1,1,0,0,0
NP_058143.1 gag protein,1,0,1,0,0,1,0
NP_058146.3 gag-pol fusion protein,1,0,1,1,0,0,0
NP_058147.3 gag protein,1,0,1,0,0,1,0
NP_058148.1 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058149.1 gag protein,0,0,1,0,0,1,0
NP_058150.1 gag-pol fusion protein,0,0,0,1,0,0,0
NP_058151.1 gag protein,0,0,0,0,0,0,0
NP_058152.1 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058153.3 gag protein,0,0,1,1,0,1,0
NP_058154.3 Som1p,1,1,1,0,1,1,1
NP_058155.1 gag protein,0,0,1,1,0,1,0
NP_058156.1 gag protein,0,0,1,1,0,1,0
NP_058157.1 gag protein,1,0,1,0,0,1,0
NP_058158.1 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058159.1 gag protein,0,0,1,0,0,1,0
NP_058160.1 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058161.1 gag protein,1,0,1,1,0,1,0
NP_058162.3 gag protein,1,0,1,0,0,0,0
NP_058163.1 gag-pol fusion protein,1,0,1,1,0,0,0
NP_058164.1 gag protein,1,0,1,0,0,1,0
NP_058165.3 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058166.1 gag protein,0,0,1,1,0,1,0
NP_058168.1 protein transporter TIM8,1,1,1,0,1,1,1
NP_058169.1 gag-pol fusion protein,0,0,0,1,0,0,0
NP_058170.1 gag protein,0,0,1,1,0,1,0
NP_058171.1 gag-pol fusion protein,0,0,0,1,0,0,0
NP_058172.1 gag protein,0,0,0,0,0,0,0
NP_058173.1 gag protein,0,0,1,0,0,1,0
NP_058174.3 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058175.1 gag protein,1,0,1,0,0,1,0
NP_058176.1 gag protein,0,0,0,0,0,0,0
NP_058178.1 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058179.1 gag protein,0,0,1,1,0,1,0
NP_058180.1 gag protein,0,0,1,0,0,1,0
NP_058181.1 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058182.1 gag protein,1,0,1,1,0,1,0
NP_058183.1 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058184.3 gag protein,0,0,1,1,0,1,0
NP_058185.3 gag-pol fusion protein,1,0,1,1,0,0,0
NP_058186.1 gag protein,1,0,1,0,0,1,0
NP_058189.1 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058190.1 gag protein,0,0,0,0,0,0,0
NP_058191.1 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058192.1 gag protein,0,0,1,0,0,1,0
NP_058193.1 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058194.1 gag protein,0,0,0,0,0,0,0
NP_058195.1 gag-pol fusion protein,1,0,0,1,0,0,0
NP_058196.1 gag protein,1,0,1,1,0,1,0
NP_061491.1 uncharacterized protein YBR085C-A,0,0,0,0,0,0,0
NP_061492.1 uncharacterized protein YER053C-A,1,0,1,1,0,1,1
NP_061493.1 Ncw1p,1,1,1,1,1,1,1
NP_061494.3 Ego4p,1,1,1,0,0,1,1
NP_061495.4 Y' element ATP-dependent helicase protein 1 copy 8,1,0,1,1,1,1,1
NP_065435.1 Mic10p,1,1,1,1,1,1,1
NP_065436.1 putative nitroreductase,1,0,1,0,1,1,1
NP_065437.1 uncharacterized protein YCL021W-A,1,1,1,1,1,1,1
NP_075206.1 Bol1p,1,1,1,0,0,0,0
NP_075208.1 uncharacterized protein YDL085C-A,0,0,1,0,0,0,0
NP_076437.1 Bud25p,1,1,0,1,1,1,1
NP_076873.1 seripauperin PAU9,0,0,1,1,1,1,1
NP_076874.1 uncharacterized protein YBL029C-A,1,0,1,0,1,1,1
NP_076878.1 uncharacterized protein YCL001W-B,1,0,1,0,0,1,0
NP_076884.1 uncharacterized protein YDL159W-A,0,0,1,1,0,1,1
NP_076886.3 TFIIH complex subunit TFB5,0,0,0,0,0,0,0
NP_076888.3 Sdh6p,0,0,0,0,0,0,0
NP_076889.1 uncharacterized protein YFR012W-A,0,0,0,0,0,0,0
NP_076890.1 uncharacterized protein YGL258W-A,1,1,1,0,0,1,0
NP_076891.4 Efg1p,0,1,0,0,0,0,0
NP_076894.3 Coa3p,1,0,1,0,1,1,1
NP_076895.1 uncharacterized protein YJL052C-A,0,1,0,0,1,0,1
NP_076898.1 uncharacterized protein YKL106C-A,0,1,0,0,0,0,0
NP_076899.1 Mco12p,0,1,0,0,0,0,0
NP_076901.1 Mim2p,1,1,0,0,1,0,1
NP_076903.1 uncharacterized protein YLR363W-A,0,0,0,0,0,0,0
NP_076904.1 Min4p,1,0,1,1,1,1,1
NP_076906.1 uncharacterized protein YNL162W-A,1,1,1,0,0,1,0
NP_076909.1 uncharacterized protein YOL159C-A,1,0,1,0,0,1,0
NP_076910.1 Mhf1p,1,0,1,0,0,1,0
NP_085069.3 Pci8p,0,1,0,1,1,0,0
NP_116327.3 Tsc3p,1,1,1,1,1,1,1
NP_116328.4 Rcf3p,1,0,1,0,1,1,1
NP_116576.1 uncharacterized protein YFL051C,1,1,1,1,1,1,1
NP_116577.1 Tip20p,1,1,1,1,1,1,1
NP_116578.3 threonine--tRNA ligase THS1,1,0,1,1,0,0,0
NP_116579.1 sulfite reductase (NADPH) subunit beta,1,0,1,1,1,0,1
NP_116582.1 Ase1p,1,1,0,1,0,0,0
NP_116583.2 Mil1p,1,0,1,1,1,0,1
NP_116585.1 SCF ubiquitin ligase complex subunit CDC4,1,0,1,1,1,1,1
NP_116587.1 uncharacterized protein YFL068W,1,1,1,1,1,1,1
NP_116588.1 uncharacterized protein YFL067W,1,1,1,1,1,1,1
NP_116589.1 Y' element ATP-dependent helicase,1,0,1,0,1,1,0
NP_116590.1 uncharacterized protein YFL065C,0,0,1,0,0,1,0
NP_116591.1 uncharacterized protein YFL064C,1,1,1,0,0,1,0
NP_116593.1 Cos4p,1,0,1,1,1,1,1
NP_116594.1 cyanamide hydratase,1,1,1,1,1,1,1
NP_116595.1 putative pyridoxal 5'-phosphate synthase,1,1,1,0,1,1,1
NP_116596.1 pyridoxine biosynthesis protein SNZ3,1,1,1,0,0,0,0
NP_116597.1 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase,0,0,0,0,0,0,0
NP_116600.1 Agp3p,1,1,1,1,1,1,1
NP_116601.1 Aqy3p,1,1,1,1,1,1,1
NP_116602.1 dihydroxyacetone kinase,1,0,1,1,1,0,0
NP_116603.1 DNA-binding domain containing protein,0,1,1,1,0,0,0
NP_116604.1 putative Mg(2+) transporter ALR2,1,1,1,1,1,1,1
NP_116605.1 Swp82p,1,1,1,1,1,0,0
NP_116606.1 Emp47p,1,0,1,0,1,0,1
NP_116608.1 Fmp32p,1,0,1,0,1,0,0
NP_116609.1 phosphomannomutase SEC53,1,0,1,0,1,1,0
NP_116610.1 ubiquitin-specific protease OTU1,1,1,1,0,1,1,1
NP_116611.1 Lam5p,1,0,1,1,1,1,1
NP_116612.1 ferroxidase FET5,1,1,1,1,1,0,1
NP_116613.1 uncharacterized protein YFL040W,1,1,1,1,1,1,1
NP_116614.1 actin,1,0,1,1,0,1,0
NP_116615.1 Rab family GTPase YPT1,1,1,1,0,0,1,1
NP_116616.1 beta-tubulin,1,0,1,1,1,1,0
NP_116617.1 DNA-directed RNA polymerase,1,0,0,1,1,0,1
NP_116618.1 Mob2p,1,1,0,1,1,1,1
NP_116619.1 ribosomal 60S subunit protein L22B,0,0,0,0,0,0,0
NP_116620.1 protein kinase RIM15,1,0,1,1,0,0,0
NP_116622.1 transcription factor HAC1,1,0,1,0,0,0,0
NP_116623.1 alanine--glyoxylate transaminase,1,1,0,1,1,0,1
NP_116624.1 cyclin-dependent protein kinase-activating kinase CAK1,1,0,1,0,0,0,0
NP_116625.1 putative ATP-binding cassette family ATPase CAF16,1,0,1,0,0,1,0
NP_116627.2 alpha-factor pheromone receptor STE2,1,1,1,1,1,1,1
